"","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price","Overall_Qual","Overall_Cond"
"2232",85,8500,1919,2005,0,7,0,793,793,997,520,0,1517,0,0,2,0,3,1,7,0,0,0,0,0,144,0,0,0,0,8,2007,115000,1,2
"2233",50,7000,1940,1950,0,1,0,345,720,720,495,0,1215,0,0,1,0,3,1,6,0,2,720,0,0,30,0,0,0,0,5,2007,141000,2,2
"2234",50,5000,1941,1950,0,2,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,2,360,0,0,244,0,0,0,0,12,2007,87000,1,2
"2235",50,7288,1925,2003,0,7,0,936,936,936,665,0,1601,0,0,2,0,3,1,6,0,0,0,0,0,0,176,0,0,0,9,2007,129850,1,2
"2236",50,6060,1939,1950,0,7,0,732,732,772,351,0,1123,0,0,1,0,3,1,4,0,1,264,0,0,140,0,0,0,0,6,2007,100000,3,1
"2237",50,9060,1923,1999,0,1,0,311,859,942,886,0,1828,0,0,2,0,3,1,6,0,0,0,174,0,212,0,0,0,0,3,2007,150909,1,2
"2238",46,3672,1922,1950,0,7,0,816,816,816,0,0,816,0,0,1,0,2,1,5,0,1,100,0,0,96,0,0,0,0,9,2007,75200,1,2
"2239",59,8263,1920,1950,0,7,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,1,308,0,22,112,0,0,0,0,5,2007,118400,2,1
"2240",60,8967,1920,1950,0,7,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1,338,0,0,0,0,0,0,0,11,2007,67000,1,3
"2241",75,13710,1950,1950,0,2,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1,282,289,0,0,0,0,0,0,6,2007,152000,1,1
"2242",64,11067,1939,1950,0,5,0,0,0,640,0,205,845,0,0,1,0,1,1,4,0,1,256,48,0,0,0,0,0,0,3,2007,68104,3,3
"2243",75,8250,1895,2006,0,7,0,957,957,1034,957,0,1991,0,0,2,0,4,2,9,0,0,0,0,0,133,0,0,0,0,6,2007,119600,1,2
"2244",65,6565,1957,1980,0,3,0,106,1073,1073,0,0,1073,1,0,1,0,3,1,6,0,2,720,0,444,0,0,0,0,0,8,2007,140000,3,2
"2245",60,6060,1930,2007,0,1,0,100,837,1001,0,0,1001,0,0,1,0,2,1,5,0,1,216,154,0,42,86,0,0,0,11,2007,124900,1,2
"2246",59,5568,2006,2007,473,3,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2,495,123,0,0,0,153,0,0,10,2007,375000,2,1
"2247",44,4750,2006,2007,481,3,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2,538,123,0,0,0,153,0,0,12,2007,235000,2,1
"2248",0,12150,1979,1979,0,3,0,0,1001,1299,0,0,1299,1,0,2,0,2,1,5,1,2,486,84,0,222,0,0,0,0,1,2007,183500,2,2
"2249",0,7540,1978,1978,0,3,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,2,470,0,0,0,0,192,0,0,6,2007,156000,2,2
"2250",71,9187,1983,1983,0,1,0,748,1084,1080,0,0,1080,0,0,1,1,3,1,5,0,2,484,120,0,158,0,0,0,0,6,2007,134000,2,1
"2251",80,10000,2002,2002,166,3,0,856,1441,1392,0,0,1392,0,0,2,0,3,1,6,1,3,650,168,49,0,0,0,0,0,12,2007,215000,1,1
"2252",44,12864,2002,2002,0,3,0,17,1409,1409,0,0,1409,1,0,1,1,1,1,4,1,2,576,0,144,0,0,145,0,0,7,2007,245000,2,1
"2253",0,9928,1991,1992,0,3,0,215,1454,1478,0,0,1478,1,0,2,0,3,1,6,1,2,506,114,22,0,0,0,0,0,5,2007,210000,2,1
"2254",0,8750,1975,1975,50,6,530,98,852,918,0,0,918,0,1,1,0,3,0,4,0,1,360,192,84,0,0,0,0,0,3,2007,148000,2,2
"2255",82,8410,1974,1974,0,1,0,46,970,1026,0,0,1026,1,0,1,0,2,1,5,1,2,528,193,0,0,0,0,0,0,4,2007,143000,2,2
"2256",46,4054,1987,1987,352,3,0,552,1501,1501,0,0,1501,1,0,2,0,2,1,5,2,2,512,240,0,0,0,0,0,0,10,2007,244000,2,2
"2257",0,9763,1998,1998,239,3,72,328,1502,1502,0,0,1502,1,0,1,1,1,1,5,1,1,286,0,0,0,0,0,0,0,9,2007,330000,2,1
"2258",115,16905,1959,1959,0,2,0,383,1350,1328,0,0,1328,0,1,1,1,2,1,5,2,1,308,0,104,0,0,0,0,0,7,2007,170000,1,2
"2259",149,19958,1958,1995,1224,7,0,585,585,2279,0,0,2279,0,0,2,1,4,1,7,1,2,461,274,0,0,0,138,0,0,7,2007,257000,2,2
"2260",67,8368,2006,2007,0,7,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2,433,100,39,0,0,0,0,0,4,2007,231713,2,1
"2261",68,8298,2006,2007,0,3,0,963,1546,1564,0,0,1564,0,0,2,0,2,1,6,1,2,502,132,0,0,0,0,0,0,9,2007,267300,2,1
"2262",64,9037,2006,2006,32,3,0,1048,1476,1484,0,0,1484,0,0,2,0,2,1,6,1,2,472,120,33,0,0,0,0,0,12,2007,265900,2,1
"2263",89,10991,2007,2007,80,7,0,1571,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,3,722,100,36,0,0,0,0,0,12,2007,239000,2,1
"2264",67,10656,2006,2007,274,7,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,3,870,192,80,0,0,0,0,0,11,2007,248900,2,1
"2265",42,10331,1985,1985,0,1,80,970,1265,1240,0,0,1240,0,1,2,0,3,1,6,0,2,528,232,0,0,0,0,0,0,7,2007,174000,2,2
"2266",44,13758,1990,1991,117,4,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,2,400,168,36,0,0,0,0,0,4,2007,187500,2,1
"2267",0,9303,1996,1997,42,1,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,2,422,144,122,0,0,0,0,0,7,2007,204000,2,1
"2268",0,6718,2001,2001,86,3,0,1017,1267,1312,0,0,1312,0,0,2,0,2,1,5,0,2,471,256,28,0,0,0,0,0,1,2007,180500,2,1
"2269",73,9590,2003,2003,442,3,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2,438,160,22,0,0,0,0,0,5,2007,187500,2,1
"2270",80,11305,2002,2002,886,3,0,593,1922,1922,0,0,1922,1,0,2,0,2,1,6,1,3,692,201,64,0,0,0,0,0,4,2007,282000,2,1
"2271",0,7777,1996,1996,203,7,0,1491,1491,1491,0,0,1491,0,0,2,0,3,1,7,1,2,571,0,35,0,0,0,0,0,11,2007,178000,2,1
"2272",85,14536,2002,2003,236,3,0,316,1616,1629,0,0,1629,1,0,2,0,3,1,9,1,3,808,0,252,0,0,0,0,0,11,2007,270000,2,1
"2273",0,11800,2003,2004,94,3,0,356,1122,1146,1340,0,2486,1,0,3,1,5,1,10,1,2,452,143,32,0,0,0,0,0,7,2007,279900,2,1
"2274",50,35133,1963,1963,226,6,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,3,995,0,263,0,0,263,0,0,5,2007,186700,1,3
"2275",93,15306,2006,2007,100,3,0,1652,1732,1776,0,0,1776,1,0,2,0,3,1,7,1,3,712,0,0,0,0,0,0,0,5,2007,283463,2,1
"2276",85,12633,2006,2007,242,7,0,1824,1824,1824,0,0,1824,0,0,2,0,3,1,8,1,3,932,160,36,0,0,108,0,0,9,2007,392000,4,1
"2277",88,12665,2005,2006,245,7,0,1094,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,3,642,144,39,0,0,0,0,0,2,2007,281213,2,1
"2278",70,8402,2007,2007,0,1,0,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,0,0,0,30,0,0,0,0,0,12,2007,147000,1,1
"2279",200,43500,1953,1953,0,5,0,0,0,2034,0,0,2034,0,0,1,0,2,1,9,0,4,1041,483,266,0,0,0,561,0,6,2007,130000,3,1
"2280",62,6710,1996,1997,134,6,904,0,920,936,0,0,936,2,0,0,1,0,1,3,0,2,460,0,40,0,0,0,0,0,6,2007,140000,2,1
"2281",94,25286,1963,1963,0,1,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,0,0,0,0,0,0,0,1,2007,132250,3,1
"2282",100,25000,1967,1967,0,7,0,1632,1632,1632,0,0,1632,0,0,2,0,4,2,8,0,2,576,0,0,0,0,0,0,0,6,2007,143000,1,3
"2283",0,32463,1961,1975,149,2,0,90,1249,1622,0,0,1622,1,0,1,0,3,1,7,1,4,1356,439,0,0,0,0,0,0,3,2007,168000,3,3
"2284",44,4224,1976,1976,0,3,0,200,1040,1060,0,0,1060,1,0,1,0,3,1,6,1,2,572,100,110,0,0,0,0,0,6,2007,129900,1,2
"2285",44,4224,1976,1976,0,1,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,2,528,536,90,0,0,0,0,0,8,2007,134000,1,1
"2286",21,1504,1972,1972,0,2,0,294,546,546,546,0,1092,0,0,1,1,3,1,5,0,1,253,0,0,0,0,0,0,0,5,2007,85500,3,3
"2287",0,1533,1970,1970,0,3,0,27,530,530,462,0,992,1,0,1,0,2,1,4,0,1,297,112,97,0,0,0,0,0,7,2007,106500,3,1
"2288",21,1495,1970,1970,189,1,0,162,546,546,546,0,1092,0,0,1,1,3,1,5,0,0,0,0,64,0,0,0,0,0,5,2007,93900,3,2
"2289",21,2001,1970,1970,80,7,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,1,2007,75000,3,1
"2290",21,1936,1970,1970,0,2,499,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,12,2007,84500,3,2
"2291",21,1890,1976,1976,0,7,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,4,2007,75190,3,3
"2292",0,11333,1976,1976,0,1,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,2,539,120,0,0,0,0,0,0,5,2007,146800,2,1
"2293",72,9129,1977,1977,144,3,0,0,923,1008,0,0,1008,1,0,1,0,1,1,4,1,2,678,201,66,0,0,0,0,0,7,2007,153500,1,1
"2294",0,15957,1977,1977,0,3,0,96,1244,1356,0,0,1356,2,0,2,0,3,1,6,1,2,528,1424,0,0,0,0,0,0,9,2007,188000,2,2
"2295",61,33983,1977,1994,0,1,0,48,1160,1676,0,0,1676,1,0,1,1,3,1,6,2,2,672,690,90,0,0,0,0,0,5,2007,196000,1,2
"2296",68,8286,1977,1977,0,6,0,185,716,716,716,0,1432,1,0,1,1,3,1,6,1,2,531,0,136,0,0,240,0,0,6,2007,157000,1,2
"2297",50,6723,1971,1971,0,3,0,0,796,796,0,0,796,0,1,1,0,2,1,5,0,0,0,129,0,0,0,0,0,0,9,2007,138000,1,2
"2298",54,7244,1970,1970,0,1,0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,2,624,104,0,0,0,0,0,0,4,2007,129500,1,2
"2299",124,27697,1961,1961,198,2,0,585,1396,1608,0,0,1608,0,0,1,0,3,1,6,0,1,444,152,38,0,0,0,0,0,11,2007,80000,3,3
"2300",69,7599,1982,2006,0,1,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,2,360,0,0,0,0,0,0,0,6,2007,129500,3,2
"2301",0,11000,1976,2003,0,4,0,0,1090,1178,0,0,1178,1,0,1,1,3,1,6,0,2,502,0,44,0,0,88,0,0,6,2007,135000,1,2
"2302",76,8314,1982,1982,0,1,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1,264,168,0,0,0,0,0,0,6,2007,124500,1,2
"2303",65,11625,1983,1983,0,1,0,220,816,816,0,0,816,1,0,1,0,2,1,4,0,1,264,330,0,0,0,0,0,0,5,2007,139000,1,2
"2304",63,10712,1991,1992,0,2,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,0,0,0,28,0,0,0,0,0,9,2007,93500,1,1
"2305",62,10447,1984,1984,0,1,0,348,864,887,0,0,887,0,1,1,0,3,1,5,0,1,288,140,0,0,0,0,0,0,12,2007,124500,1,2
"2306",0,11027,1954,1954,28,2,539,171,1178,1293,0,0,1293,1,0,2,0,2,1,5,0,2,452,280,0,0,0,0,0,0,5,2006,149900,2,1
"2307",85,10533,1956,1956,244,6,0,235,1008,1024,0,0,1024,1,0,1,0,2,1,5,2,1,313,0,0,0,0,280,0,0,8,2006,157500,2,2
"2308",0,11765,1957,1957,302,6,0,490,1617,1797,0,0,1797,0,0,1,1,3,1,7,1,3,963,0,0,0,0,0,0,0,6,2006,169000,1,1
"2309",0,39384,1957,1957,902,1,0,595,1705,1390,0,0,1390,1,0,1,1,1,1,4,2,2,550,0,189,0,0,0,0,0,10,2006,252000,2,2
"2310",90,11727,1969,1969,434,7,0,1851,1851,1851,0,0,1851,0,0,2,0,3,1,8,1,2,506,0,146,0,0,0,0,0,3,2006,192100,2,2
"2311",60,8238,1997,1998,0,3,0,113,813,813,712,0,1525,1,0,2,1,3,1,6,1,2,400,421,72,0,0,0,0,0,5,2006,183500,2,1
"2312",0,13006,1997,1997,285,7,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,2,642,0,0,0,0,0,0,0,11,2006,222000,2,1
"2313",0,13041,1995,1995,0,7,0,781,781,781,890,0,1671,0,0,2,1,3,1,7,1,2,423,0,84,0,0,0,0,0,2,2006,170000,2,1
"2314",0,13031,1995,1996,0,1,0,99,691,691,807,0,1498,0,0,2,1,3,1,6,1,2,409,315,44,0,0,0,0,0,7,2006,187500,2,1
"2315",54,9783,1996,1996,0,7,0,821,821,821,955,0,1776,0,0,2,1,3,1,7,1,2,443,286,116,0,0,0,0,0,5,2006,202000,2,1
"2316",70,11207,1997,1997,0,3,0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,2,413,95,75,0,0,0,0,0,6,2006,185000,2,1
"2317",134,19378,2005,2006,456,3,0,1335,1392,1392,1070,0,2462,1,0,2,1,4,1,9,1,2,576,239,132,0,168,0,0,0,3,2006,320000,2,1
"2318",50,14859,2006,2006,27,7,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,3,690,144,60,0,0,0,0,0,8,2006,240000,2,1
"2319",50,13128,2005,2005,216,7,0,1074,1074,1074,990,0,2064,0,0,2,1,4,1,7,1,2,527,0,119,0,0,0,0,0,1,2006,250000,2,1
"2320",72,10463,2005,2005,0,7,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,3,800,0,116,0,0,0,0,0,6,2006,239900,2,1
"2321",42,13751,2005,2006,248,3,0,1640,1700,1700,512,0,2212,1,0,2,1,3,1,9,1,3,773,237,38,0,0,115,0,0,5,2006,309000,2,1
"2322",168,23257,2006,2006,0,7,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,2,422,0,100,0,0,0,0,0,9,2006,274725,2,1
"2323",68,13108,1994,1994,0,7,0,2062,2062,2079,608,0,2687,0,0,2,1,4,1,9,0,2,618,168,12,0,0,0,0,0,12,2006,270000,2,1
"2324",0,8076,1993,1994,112,3,0,455,1160,1169,0,0,1169,0,1,2,0,3,1,6,1,2,402,0,26,0,0,144,0,0,7,2006,183500,2,2
"2325",0,7685,1993,1994,112,1,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,2,420,190,63,0,0,0,0,0,5,2006,165600,2,1
"2326",63,9084,1998,1998,0,7,0,935,935,955,677,0,1632,0,0,2,1,3,1,8,1,2,462,0,28,0,0,0,0,0,6,2006,176500,2,1
"2327",30,3701,1987,1987,0,7,0,1191,1191,1204,0,0,1204,0,0,2,0,2,1,5,0,2,461,120,70,0,0,0,0,0,8,2006,130000,2,1
"2328",44,5306,1987,1987,0,3,215,354,1064,1064,703,0,1767,1,0,2,0,2,1,5,1,2,504,441,35,0,0,0,0,0,6,2006,239000,2,2
"2329",0,6563,1985,1985,0,3,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,2,564,114,28,234,0,0,0,0,12,2006,275000,2,1
"2330",59,16023,2005,2006,600,3,0,180,1398,1414,1384,0,2798,1,0,3,1,3,1,11,1,3,670,182,37,0,0,0,0,0,3,2006,457347,2,1
"2331",60,18062,2006,2006,662,7,0,1528,1528,1528,1862,0,3390,0,0,3,1,5,1,10,1,3,758,204,34,0,0,0,0,0,9,2006,545224,4,1
"2332",63,12292,2006,2006,184,3,0,889,1094,1102,1371,0,2473,0,0,2,1,4,1,11,1,3,675,246,39,0,0,0,0,0,7,2006,356383,2,1
"2333",85,16056,2005,2006,208,3,0,1752,1992,1992,876,0,2868,0,0,3,1,4,1,11,1,3,716,214,108,0,0,0,0,0,7,2006,556581,2,1
"2334",82,12438,2006,2006,466,7,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,3,666,324,100,0,0,0,0,0,7,2006,361919,2,1
"2335",82,16052,2006,2006,734,3,0,644,1850,1850,848,0,2698,1,0,2,1,4,1,11,1,3,736,250,0,0,0,0,0,0,7,2006,535000,4,1
"2336",92,15922,2005,2006,550,7,0,1390,1390,1390,1405,0,2795,0,0,3,1,4,1,10,1,3,660,272,102,0,0,0,0,0,1,2006,401179,2,1
"2337",66,13682,2006,2006,1031,7,0,1410,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,3,641,192,0,37,0,0,0,0,10,2006,438780,4,1
"2338",0,14762,1948,1950,0,5,0,0,0,1547,720,53,2320,0,0,2,0,2,1,7,1,2,672,120,144,0,0,0,0,0,5,2006,169000,1,2
"2339",100,34650,1955,1955,0,6,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,2,572,264,0,0,0,0,0,0,1,2006,145000,1,1
"2340",60,8147,2005,2005,230,3,0,523,1714,1714,0,0,1714,1,0,2,0,2,1,7,1,2,517,156,55,0,0,0,0,0,8,2006,318000,2,1
"2341",69,11302,2005,2006,238,3,0,392,1814,1826,0,0,1826,1,0,2,0,3,1,7,1,3,758,180,75,0,0,120,0,0,8,2006,319000,2,1
"2342",90,18261,2005,2005,420,3,0,494,1910,2000,0,0,2000,1,0,2,1,3,1,8,2,3,722,351,102,0,0,123,0,0,9,2006,470000,2,1
"2343",91,14145,1984,1998,0,1,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,2,440,108,45,0,0,0,0,400,5,2006,202500,2,2
"2344",0,13837,1988,1988,178,3,202,0,1204,1377,806,0,2183,0,0,2,1,4,1,9,0,3,786,0,0,0,0,0,0,0,2,2006,229000,2,1
"2345",0,16659,1977,1994,34,1,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,2,539,0,250,0,0,0,0,0,3,2006,235000,2,2
"2346",0,18800,1976,1976,120,3,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,2,566,306,111,0,0,0,0,0,7,2006,190000,2,1
"2347",0,10464,1980,1980,130,3,0,138,988,1102,0,0,1102,1,0,1,0,2,1,5,1,2,582,140,22,0,0,0,0,0,6,2006,169000,2,2
"2348",80,10400,1988,1988,102,3,0,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,2,604,197,39,0,0,0,0,0,6,2006,241500,2,1
"2349",81,10530,1978,1978,68,7,0,945,945,945,912,0,1857,0,0,2,1,4,1,8,1,2,482,400,105,0,0,0,0,0,7,2006,188900,2,1
"2350",79,10240,1980,1980,157,2,1061,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,384,131,0,0,0,0,0,5,2006,207500,2,2
"2351",80,16692,1978,1978,184,2,469,133,1392,1392,1392,0,2784,1,0,3,1,5,1,12,2,2,564,0,112,0,0,440,519,2000,7,2006,250000,2,1
"2352",85,11475,1975,1975,0,1,0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,2,434,209,208,0,0,0,0,0,2,2006,179900,2,2
"2353",0,9927,1976,1976,252,3,0,42,1047,1083,0,0,1083,1,0,1,0,2,1,5,1,2,596,444,0,40,0,0,0,0,7,2006,172000,2,1
"2354",75,9512,2005,2006,0,1,0,172,960,960,1358,0,2318,1,0,2,1,3,1,8,1,2,541,0,246,0,0,0,0,0,6,2006,294323,2,1
"2355",81,10530,1975,2000,248,1,0,127,675,1109,766,0,1875,0,0,3,0,3,1,8,1,2,485,48,28,0,0,0,0,0,6,2006,184500,2,2
"2356",78,10140,1975,1975,0,1,0,268,1056,1074,0,0,1074,1,0,1,1,3,1,6,0,2,495,0,88,0,0,0,0,0,7,2006,153500,1,2
"2357",78,10140,1976,1976,0,3,0,638,832,832,832,0,1664,0,0,2,1,4,1,8,1,2,528,0,28,0,0,259,0,0,3,2006,162900,2,1
"2358",78,10140,1974,1999,99,1,377,0,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,2,484,265,0,0,0,0,648,0,1,2006,181000,2,2
"2359",80,10000,1974,1974,176,1,0,348,1103,1103,0,0,1103,0,0,2,0,3,1,6,0,2,462,295,84,0,0,0,0,0,6,2006,155000,2,2
"2360",0,15870,1969,1969,0,2,791,230,1096,1096,0,0,1096,1,0,1,0,3,1,6,0,1,299,240,32,0,0,0,0,0,3,2006,138800,1,1
"2361",71,9353,1970,1970,0,7,0,864,864,864,0,0,864,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,7,2006,116050,3,1
"2362",0,8125,1971,1971,0,2,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,6,2006,88000,3,3
"2363",60,7200,1971,1971,0,6,620,224,864,874,0,0,874,0,1,1,0,3,1,5,0,2,576,63,0,0,0,0,0,0,3,2006,97500,3,3
"2364",26,8773,2002,2002,0,3,0,536,1487,1419,0,0,1419,1,0,2,0,2,1,4,0,2,543,196,68,0,0,0,0,0,9,2006,190000,2,1
"2365",24,2760,1973,1973,514,7,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,2,440,0,0,0,0,0,0,0,12,2006,105500,2,1
"2366",24,2160,1973,1973,200,4,0,363,765,765,600,0,1365,0,0,1,1,3,1,7,1,2,440,0,36,0,0,0,0,0,6,2006,125500,1,2
"2367",21,1953,1973,1973,408,2,0,174,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,72,0,0,0,0,0,0,6,2006,83000,2,1
"2368",21,1890,1972,1972,380,1,0,212,494,494,536,0,1030,0,0,1,1,3,1,6,0,1,264,0,0,0,0,0,0,0,7,2006,116000,2,2
"2369",21,1680,1971,1971,236,7,0,672,672,672,546,0,1218,0,0,1,1,3,1,7,0,0,0,201,0,0,0,0,0,0,4,2006,91500,2,1
"2370",21,1680,1972,1972,281,2,0,355,672,672,546,0,1218,0,1,1,1,3,1,7,0,1,264,0,28,0,0,0,0,0,5,2006,118000,2,2
"2371",21,1680,1972,1972,504,1,0,207,483,483,465,0,948,0,0,1,1,2,1,5,0,1,264,0,0,0,0,0,0,0,7,2006,89000,2,1
"2372",21,1680,1972,1972,504,2,0,143,525,525,567,0,1092,0,0,1,1,3,1,6,0,1,264,352,0,0,0,0,0,0,10,2006,108000,2,1
"2373",21,1680,1972,1972,297,7,0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,1,288,0,0,0,0,0,0,0,6,2006,94500,2,1
"2374",53,4043,1975,1975,0,1,156,186,1069,1069,0,0,1069,0,1,2,0,2,1,4,1,2,440,0,55,0,0,225,0,0,7,2006,146300,2,1
"2375",65,7514,1967,1975,0,1,108,462,943,1387,0,0,1387,1,0,1,0,3,1,6,1,1,300,0,0,240,0,0,0,0,9,2006,145000,1,2
"2376",68,7838,1967,1967,0,1,0,95,864,900,0,0,900,1,0,1,0,3,1,6,1,1,288,175,144,0,0,0,0,0,12,2006,123000,1,1
"2377",24,2280,1976,1976,0,1,492,443,1055,1055,0,0,1055,1,0,2,0,2,1,4,0,1,319,0,29,0,0,0,0,0,4,2006,137500,2,2
"2378",24,2179,1976,1976,0,1,0,785,855,855,601,0,1456,0,0,2,1,3,1,6,1,2,460,0,28,0,0,0,0,0,7,2006,144000,2,1
"2379",129,16737,2004,2005,66,3,0,533,1980,1980,0,0,1980,1,0,2,0,3,1,8,1,3,770,194,45,0,0,0,0,0,9,2006,315000,2,1
"2380",72,16387,2006,2006,215,3,0,369,1738,1738,851,0,2589,1,0,2,1,4,1,11,1,3,831,0,0,0,0,0,0,0,8,2006,412083,2,1
"2381",111,16259,2006,2006,370,7,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,3,840,240,154,0,0,0,0,0,9,2006,342643,2,1
"2382",110,16163,2004,2004,232,7,0,1618,1618,1618,0,0,1618,0,0,2,0,2,1,6,1,3,880,0,0,0,0,0,0,0,7,2006,252000,2,1
"2383",107,13891,2006,2006,0,3,0,690,2076,2076,0,0,2076,1,0,2,1,2,1,7,1,3,850,216,229,0,0,0,0,0,9,2006,465000,4,1
"2384",108,12228,2006,2006,206,7,0,1721,1721,1740,0,0,1740,0,0,2,0,4,1,8,0,3,874,0,43,0,0,0,0,0,9,2006,293000,2,1
"2385",120,14780,2005,2005,568,3,0,363,1868,1868,0,0,1868,1,0,2,0,2,1,7,1,3,1085,354,56,0,0,156,0,0,6,2006,415000,2,1
"2386",98,16033,2004,2005,378,3,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,3,772,519,112,0,0,0,0,0,3,2006,326000,2,1
"2387",101,14215,2005,2006,380,7,0,1158,1158,1158,1218,0,2376,0,0,3,1,4,1,9,1,3,853,240,154,0,0,0,0,0,11,2006,325300,2,1
"2388",108,13418,2004,2005,132,7,0,1117,1117,1132,1320,0,2452,0,0,3,1,4,1,9,1,3,691,113,32,0,0,0,0,0,9,2006,309000,2,1
"2389",120,13975,2005,2006,525,7,0,1090,1090,1117,1089,0,2206,0,0,2,1,4,1,10,1,3,670,148,95,0,0,0,0,0,8,2006,300000,2,1
"2390",80,10240,2005,2005,178,7,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,3,878,192,52,0,0,0,0,0,3,2006,275500,2,1
"2391",82,9942,2005,2006,385,3,0,316,1606,1625,466,0,2091,1,0,2,1,3,1,8,1,2,521,194,84,0,0,0,0,0,5,2006,338500,2,1
"2392",85,11924,2005,2006,286,3,0,177,1175,1182,1142,0,2324,1,0,3,0,4,1,11,2,3,736,147,21,0,0,0,0,0,7,2006,345000,2,1
"2393",103,12867,2005,2006,0,7,0,1209,1209,1209,1044,0,2253,0,0,2,1,3,1,8,1,2,575,243,142,0,0,0,0,0,7,2006,344133,2,1
"2394",82,10672,2006,2006,0,7,0,1054,1054,1054,1335,0,2389,0,0,2,1,4,1,10,1,3,672,176,64,0,0,0,0,0,11,2006,298236,2,1
"2395",82,11643,2005,2006,142,3,0,644,1524,1544,814,0,2358,1,0,2,1,4,1,10,1,3,784,120,34,0,0,0,0,0,8,2006,329900,2,1
"2396",90,12378,2003,2004,0,3,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,3,708,208,175,0,0,0,0,0,11,2006,360000,2,1
"2397",86,11065,2006,2006,788,7,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,3,753,177,74,0,0,0,0,0,10,2006,281000,2,1
"2398",121,13758,2005,2006,430,3,0,560,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,3,925,204,49,0,0,0,0,0,3,2006,372397,2,1
